,avg_temp,avg_humidity,avg_dewpoint,avg_barometer,avg_windspeed,avg_gustspeed,avg_direction,month_rainfall,year_rainfall,max_rain_per_minute,max_temp,min_temp,max_humidity,min_humidity,max_pressure,min_pressure,max_windspeed,max_gustspeed,max_heat_index
2015-12-22,30.9,69,21.7,29.3,4.2,6.4,85,0.18,14.79,0.00,36.9,20.3,89,52,29.550,29.217,13.8,25.3,36.9
2015-12-23,19.6,59,7.2,29.5,4.2,6.8,312,0.26,14.87,0.01,28.1,12.0,83,39,29.719,29.352,16.1,24.2,28.1
2015-12-24,15.3,44,2.9,30.0,6.1,8.9,271,0.26,14.87,0.00,20.4,8.4,61,32,30.139,29.696,18.4,26.5,20.4
2015-12-25,17.7,68,8.6,29.9,1.7,2.7,62,0.27,14.88,0.01,31.5,8.4,84,40,30.078,29.722,10.4,12.7,31.5
2015-12-26,8.7,69,0.4,30.5,1.2,2.0,53,0.29,14.90,0.01,19.9,7.0,82,43,30.907,29.949,9.2,11.5,19.9
2015-12-27,3.4,64,6.8,30.7,1.1,1.9,35,0.34,14.95,0.01,33.1,12.2,76,30,31.017,30.322,10.4,13.8,33.1
2015-12-28,13.1,50,4.9,30.1,4.5,6.8,313,0.34,14.95,0.00,36.0,8.6,76,17,30.355,29.857,19.6,27.6,36.0
2015-12-29,10.9,62,0.3,30.1,1.3,2.2,49,0.35,14.96,0.01,29.8,2.0,79,31,30.309,29.881,10.4,12.7,29.8
2015-12-30,12.0,57,1.2,30.3,2.8,4.1,283,0.35,14.96,0.00,25.3,0.7,79,33,30.468,30.107,16.1,20.7,25.3
2015-12-31,6.7,66,2.5,30.6,1.2,2.2,61,0.35,14.96,0.00,22.5,5.4,79,40,30.909,30.338,9.2,12.7,22.5
2016-01-01,7.5,51,9.4,30.8,0.7,1.3,56,0.00,0.00,0.00,37.8,12.2,75,11,31.021,30.543,6.9,10.4,37.8
2016-01-02,15.7,49,2.9,30.6,0.6,1.1,3,0.00,0.00,0.00,40.5,4.8,76,15,30.832,30.353,8.1,12.7,40.5
2016-01-03,31.0,41,8.5,30.3,1.8,3.0,350,0.00,0.00,0.00,48.8,17.2,72,20,30.515,30.065,13.8,19.6,48.8
2016-01-04,25.0,57,9.8,30.2,0.9,1.4,275,0.00,0.00,0.00,48.6,11.6,81,19,30.407,29.982,11.5,16.1,48.6
2016-01-05,28.4,53,11.8,29.9,2.2,3.4,334,0.00,0.00,0.00,46.0,13.8,75,24,30.139,29.694,12.7,19.6,46.0
2016-01-06,32.1,48,13.7,29.7,4.2,6.5,331,0.00,0.00,0.00,42.5,20.4,71,27,29.841,29.577,12.7,24.2,42.5
2016-01-07,27.2,77,20.9,29.7,1.3,2.3,58,0.00,0.00,0.00,35.8,21.4,88,62,29.858,29.642,10.4,13.8,35.8
2016-01-08,19.5,83,15.1,29.9,2.3,4.1,81,0.02,0.02,0.01,26.0,7.9,88,76,30.153,29.689,8.1,11.5,26.0
2016-01-09,15.5,60,2.8,30.2,4.2,6.6,322,0.05,0.05,0.01,29.3,1.8,83,36,30.336,30.090,17.3,26.5,29.3
2016-01-10,22.7,32,2.8,30.1,10.1,14.8,317,0.05,0.05,0.00,29.7,18.1,43,22,30.166,30.042,19.6,31.1,29.7
2016-01-11,28.4,24,3.7,30.1,11.7,16.3,303,0.05,0.05,0.00,36.0,21.6,33,17,30.158,29.950,26.5,38.0,36.0
2016-01-12,32.5,23,2.0,30.1,13.1,19.0,298,0.05,0.05,0.00,40.3,27.8,41,14,30.203,29.952,25.3,43.7,40.3
2016-01-13,37.1,26,4.4,29.9,13.5,19.3,294,0.05,0.05,0.00,44.8,29.7,41,16,30.084,29.658,29.9,35.7,44.8
2016-01-14,29.8,37,5.4,29.7,11.2,17.4,311,0.05,0.05,0.00,36.3,23.6,60,18,29.825,29.566,28.8,38.0,36.3
2016-01-15,23.0,54,7.7,29.8,6.8,10.5,301,0.05,0.05,0.00,29.7,12.9,82,33,29.979,29.681,24.2,38.0,29.7
2016-01-16,20.7,48,3.6,30.0,5.5,8.8,268,0.05,0.05,0.00,31.4,6.0,75,28,30.242,29.918,20.7,31.1,31.4
2016-01-17,29.8,47,11.6,30.0,9.5,14.6,291,0.05,0.05,0.00,35.8,25.7,65,34,30.077,29.873,20.7,32.2,35.8
2016-01-18,35.2,42,13.9,29.9,9.7,13.8,284,0.05,0.05,0.00,43.3,29.4,55,29,30.042,29.791,26.5,34.5,43.3
2016-01-19,32.9,49,14.3,30.0,5.2,8.0,302,0.05,0.05,0.00,40.1,24.2,82,27,30.168,29.818,17.3,25.3,40.1
2016-01-20,30.5,42,9.9,29.9,7.6,11.8,300,0.05,0.05,0.00,37.8,24.5,60,30,30.123,29.731,18.4,32.2,37.8
2016-01-21,29.6,35,4.1,30.3,7.0,10.6,293,0.05,0.05,0.00,40.1,23.5,51,16,30.379,30.094,19.6,32.2,40.1
2016-01-22,41.3,36,15.7,30.1,7.2,10.7,293,0.05,0.05,0.00,53.8,23.8,61,21,30.286,29.838,18.4,25.3,53.8
2016-01-23,42.1,22,5.4,29.8,7.0,10.1,327,0.05,0.05,0.00,51.0,31.3,40,14,29.944,29.626,17.3,24.2,51.0
2016-01-24,32.8,41,10.5,29.6,6.2,9.1,321,0.05,0.05,0.00,42.2,21.4,81,23,29.839,29.462,20.7,28.8,42.2
2016-01-25,24.8,40,3.4,30.1,4.9,7.8,336,0.05,0.05,0.00,32.4,13.8,62,27,30.275,29.748,15.0,20.7,32.4
2016-01-26,27.5,31,0.2,30.3,5.3,8.5,311,0.05,0.05,0.00,37.9,13.5,64,20,30.390,30.174,13.8,24.2,37.9
2016-01-27,37.5,39,13.4,30.2,4.5,7.2,347,0.05,0.05,0.00,53.3,24.4,62,22,30.318,30.043,15.0,24.2,53.3
2016-01-28,41.1,35,14.9,30.0,10.6,15.6,308,0.05,0.05,0.00,50.2,33.3,45,25,30.138,29.742,24.2,33.4,50.2
2016-01-29,39.8,30,10.3,29.7,16.4,23.9,292,0.05,0.05,0.00,45.1,33.8,52,18,29.793,29.508,31.1,46.0,45.1
2016-01-30,38.4,60,24.7,29.5,11.0,16.9,287,0.05,0.05,0.00,47.3,25.8,89,35,29.626,29.322,29.9,44.9,47.3
2016-01-31,22.3,65,11.2,29.9,3.7,6.2,244,0.05,0.05,0.00,29.1,17.7,87,33,30.002,29.616,23.0,28.8,29.1
2016-02-01,18.1,82,13.6,29.8,2.1,3.2,97,0.01,0.22,0.01,22.4,14.4,85,78,29.860,29.626,11.5,16.1,22.4
2016-02-02,12.3,77,6.3,30.1,2.0,3.2,112,0.01,0.22,0.00,18.1,2.8,82,66,30.259,29.838,10.4,12.7,18.1
2016-02-03,8.5,50,7.8,30.4,8.1,11.8,267,0.01,0.22,0.00,18.1,4.3,78,28,30.518,30.258,23.0,38.0,18.1
2016-02-04,20.5,40,0.3,30.3,13.6,19.0,271,0.02,0.23,0.01,30.9,10.0,54,28,30.409,30.236,27.6,41.4,30.9
2016-02-05,23.5,35,0.7,30.4,9.5,14.3,290,0.02,0.23,0.00,29.1,16.7,46,26,30.482,30.278,20.7,29.9,29.1
2016-02-06,34.3,32,7.0,30.2,16.6,24.4,307,0.06,0.26,0.01,43.8,25.0,43,21,30.332,29.952,31.1,56.4,43.8
2016-02-07,34.6,31,6.9,30.1,12.6,20.4,326,0.06,0.26,0.00,38.6,30.7,41,21,30.270,29.951,31.1,50.6,38.6
2016-02-08,40.2,33,13.0,30.2,10.5,16.6,306,0.06,0.26,0.00,47.6,34.7,40,23,30.259,30.162,23.0,36.8,47.6
2016-02-09,43.7,22,7.0,30.2,10.5,14.4,312,0.06,0.26,0.00,53.8,36.2,31,14,30.248,30.100,20.7,26.5,53.8
2016-02-10,46.6,16,2.5,30.0,11.0,16.0,347,0.06,0.26,0.00,56.0,40.6,24,7,30.121,29.898,20.7,34.5,56.0
2016-02-11,46.7,24,11.1,30.0,8.9,13.9,349,0.06,0.26,0.00,56.3,38.3,37,17,30.096,29.861,24.2,38.0,56.3
2016-02-12,48.5,31,18.9,30.0,7.9,11.1,309,0.06,0.26,0.00,57.6,40.6,42,23,30.119,29.909,20.7,27.6,57.6
2016-02-13,43.4,21,5.4,29.8,11.9,17.3,360,0.06,0.26,0.00,55.3,19.4,32,12,29.911,29.671,26.5,42.6,55.3
2016-02-14,36.5,37,11.9,29.8,15.9,24.3,325,0.06,0.26,0.00,41.9,31.4,60,20,29.948,29.701,33.4,50.6,41.9
2016-02-15,38.5,50,21.2,29.8,14.5,23.3,299,0.06,0.26,0.00,44.3,32.4,63,40,29.920,29.664,34.5,42.6,44.3
2016-02-16,42.0,36,15.7,29.8,11.3,18.0,320,0.06,0.26,0.00,49.8,37.2,59,22,29.904,29.759,32.2,42.6,49.8
2016-02-17,49.4,17,3.9,29.8,9.9,14.5,332,0.06,0.26,0.00,60.7,38.3,31,8,29.938,29.426,23.0,35.7,60.7
2016-02-18,46.9,34,17.6,29.4,15.4,23.2,355,0.07,0.27,0.01,55.3,30.3,77,14,29.819,29.226,34.5,56.4,55.3
2016-02-19,39.9,25,5.3,29.9,16.3,23.7,355,0.07,0.27,0.00,50.2,29.0,42,10,30.044,29.803,31.1,46.0,50.2
2016-02-20,43.2,29,13.1,29.9,12.6,19.1,354,0.07,0.27,0.00,51.1,36.9,45,19,30.006,29.805,24.2,41.4,51.1
2016-02-21,30.6,52,14.2,30.2,4.2,7.2,82,0.07,0.27,0.00,40.9,19.2,73,35,30.317,29.979,20.7,32.2,40.9
2016-02-22,29.1,60,15.3,30.0,3.8,6.0,43,0.07,0.27,0.00,40.2,18.6,87,27,30.147,29.856,13.8,20.7,40.2
2016-02-23,23.6,64,11.8,30.3,2.3,4.0,65,0.16,0.36,0.01,34.3,11.2,87,30,30.445,30.029,12.7,17.3,34.3
2016-02-24,30.5,27,1.6,30.2,9.6,14.0,308,0.16,0.36,0.00,42.8,11.1,68,14,30.416,30.023,25.3,33.4,42.8
2016-02-25,29.4,47,10.1,30.3,3.7,6.0,53,0.16,0.36,0.00,42.9,10.0,75,28,30.430,30.082,21.9,32.2,42.9
2016-02-26,44.8,25,9.5,30.1,8.9,12.7,354,0.16,0.36,0.00,57.6,35.5,41,11,30.250,29.880,18.4,26.5,57.6
2016-02-27,46.7,22,9.5,29.7,12.0,17.6,65,0.16,0.36,0.00,56.3,36.9,51,15,29.898,29.549,26.5,36.8,56.3
2016-02-28,42.2,25,7.1,29.9,8.7,13.2,58,0.16,0.36,0.00,53.6,31.5,44,11,29.942,29.749,25.3,36.8,53.6
2016-02-29,38.1,36,12.3,29.8,11.5,17.0,77,0.16,0.36,0.00,45.9,27.9,73,22,30.023,29.702,29.9,39.1,45.9
2016-03-01,36.4,30,7.6,30.0,7.9,12.5,23,0.00,0.21,0.00,47.0,24.5,51,22,30.125,29.817,24.2,34.5,47.0
2016-03-02,39.9,38,14.4,29.8,11.8,18.7,35,0.04,0.25,0.01,46.8,32.9,86,19,29.941,29.644,27.6,43.7,46.8
2016-03-03,42.5,20,1.9,30.0,8.6,12.4,348,0.04,0.25,0.00,56.1,31.2,35,9,30.046,29.851,25.3,34.5,56.1
2016-03-04,41.3,35,13.4,30.0,4.6,7.3,48,0.04,0.25,0.00,56.4,23.9,69,17,30.195,29.816,17.3,26.5,56.4
2016-03-05,38.6,42,11.1,30.0,4.3,6.3,32,0.04,0.25,0.00,58.6,19.4,80,12,30.226,29.620,19.6,31.1,58.6
2016-03-06,46.1,37,20.0,29.5,10.0,14.5,92,0.04,0.25,0.00,53.3,41.3,61,19,29.727,29.349,21.9,29.9,53.3
2016-03-07,36.7,50,19.3,29.5,7.7,11.5,102,0.05,0.26,0.01,42.5,31.2,77,35,29.701,29.352,19.6,26.5,42.5
2016-03-08,30.3,65,19.3,29.8,3.0,4.9,113,0.06,0.27,0.01,38.8,20.8,83,43,30.001,29.678,11.5,17.3,38.8
2016-03-09,31.8,55,15.9,30.0,5.0,7.5,99,0.06,0.27,0.00,43.2,18.4,83,27,30.133,29.820,19.6,27.6,43.2
2016-03-10,42.7,35,16.2,30.0,9.0,13.1,100,0.06,0.27,0.00,56.2,30.2,54,21,30.183,29.936,23.0,29.9,56.2
2016-03-11,44.5,33,12.2,29.9,4.4,6.6,99,0.06,0.27,0.00,63.8,24.8,63,8,30.111,29.697,18.4,24.2,63.8
2016-03-12,42.3,43,19.1,29.6,5.5,8.2,98,0.06,0.27,0.00,62.0,26.3,69,16,29.782,29.470,18.4,26.5,62.0
2016-03-13,43.3,36,17.8,29.7,9.4,13.7,92,0.06,0.27,0.00,52.6,34.9,53,24,29.757,29.522,24.2,36.8,52.6
2016-03-14,37.6,59,23.6,29.6,8.3,12.0,99,0.08,0.29,0.01,43.7,28.1,88,40,29.780,29.530,24.2,34.5,43.7
2016-03-15,26.0,44,6.2,30.0,7.4,11.9,98,0.08,0.29,0.00,31.8,20.5,67,22,30.088,29.729,21.9,31.1,31.8
2016-03-16,27.0,39,5.3,30.1,6.4,10.3,108,0.08,0.29,0.00,32.8,19.7,56,27,30.152,30.023,23.0,31.1,32.8
2016-03-17,24.2,77,17.5,30.0,2.7,4.4,108,0.10,0.31,0.01,28.5,20.3,87,39,30.184,29.970,11.5,16.1,28.5
2016-03-18,16.5,80,11.5,30.3,2.4,4.2,114,0.10,0.31,0.00,22.7,9.3,86,72,30.496,30.175,10.4,13.8,22.7
2016-03-19,16.2,70,7.8,30.5,1.3,2.5,98,0.23,0.44,0.02,27.9,6.7,81,54,30.615,30.460,9.2,19.6,27.9
2016-03-20,26.8,46,4.3,30.4,3.0,5.0,94,0.26,0.47,0.01,51.8,2.2,78,13,30.688,29.945,15.0,20.7,51.8
2016-03-21,49.5,24,12.9,29.7,11.4,16.8,99,0.26,0.47,0.00,60.2,37.0,43,12,29.945,29.490,24.2,36.8,60.2
2016-03-22,49.4,24,12.9,29.3,10.7,16.0,96,0.26,0.47,0.00,55.8,36.3,73,13,29.480,29.206,24.2,33.4,55.8
2016-03-23,27.9,80,22.2,29.7,3.4,5.5,98,0.30,0.50,0.01,36.1,23.3,91,52,30.145,29.287,20.7,28.8,36.1
2016-03-24,32.2,48,14.5,30.0,9.6,14.3,19,0.56,0.76,0.01,39.8,25.4,70,34,30.154,29.764,20.7,31.1,39.8
2016-03-25,29.9,51,13.4,29.8,9.2,13.2,57,0.57,0.78,0.01,37.2,20.3,84,29,29.967,29.685,25.3,35.7,37.2
2016-03-26,20.3,65,10.1,30.2,1.9,3.6,105,0.57,0.78,0.00,30.9,9.0,80,46,30.339,29.942,10.4,17.3,30.9
2016-03-27,30.8,41,8.1,30.1,7.7,11.1,25,0.57,0.78,0.00,44.1,11.1,81,26,30.356,29.952,23.0,32.2,44.1
2016-03-28,39.0,40,15.1,29.8,3.3,5.4,92,0.57,0.78,0.00,52.7,27.2,64,18,29.966,29.551,19.6,21.9,52.7
2016-03-29,35.4,71,26.3,29.5,2.1,3.5,86,0.65,0.85,0.01,50.1,26.3,92,39,29.643,29.415,13.8,19.6,50.1
2016-03-30,30.3,53,14.7,29.7,8.1,12.0,70,0.67,0.87,0.01,37.3,26.7,79,38,29.848,29.523,19.6,28.8,37.3
2016-03-31,29.6,45,10.3,29.9,6.2,9.6,72,0.68,0.88,0.01,36.9,19.9,76,23,30.105,29.736,19.6,26.5,36.9
2016-04-01,31.1,41,8.9,30.2,5.6,8.7,58,0.00,0.89,0.00,47.1,16.7,64,20,30.267,30.069,16.1,25.3,47.1
2016-04-02,42.6,34,14.9,30.1,6.6,9.9,89,0.00,0.89,0.00,54.4,27.6,60,19,30.267,29.888,17.3,24.2,54.4
2016-04-03,46.4,33,17.8,29.9,9.5,14.1,103,0.00,0.89,0.00,59.9,35.8,56,17,30.076,29.836,23.0,35.7,59.9
2016-04-04,48.6,38,21.9,30.0,4.9,7.3,101,0.00,0.89,0.00,61.6,32.2,72,19,30.153,29.757,19.6,25.3,61.6
2016-04-05,39.8,45,19.0,29.9,9.6,14.9,96,0.04,0.93,0.01,47.7,32.9,84,26,30.088,29.684,26.5,47.2,47.7
2016-04-06,46.3,25,11.4,30.0,13.8,20.0,38,0.04,0.93,0.00,58.5,33.4,36,16,30.121,29.866,27.6,40.3,58.5
2016-04-07,47.1,38,22.1,30.0,4.8,7.9,104,0.04,0.93,0.00,56.2,34.9,70,19,30.116,29.875,18.4,27.6,56.2
2016-04-08,41.2,53,22.4,30.1,1.8,3.4,104,0.04,0.93,0.00,57.4,23.2,86,18,30.222,29.897,11.5,18.4,57.4
2016-04-09,48.1,45,26.0,29.7,9.1,13.4,101,0.04,0.93,0.00,60.7,26.7,80,25,29.924,29.477,20.7,29.9,60.7
2016-04-10,45.3,54,28.9,29.6,7.1,10.5,112,0.06,0.95,0.01,52.3,35.2,87,32,29.873,29.487,21.9,29.9,52.3
2016-04-11,39.1,78,32.5,30.0,2.1,3.9,113,0.06,0.95,0.00,51.7,31.0,91,54,30.089,29.845,9.2,12.7,51.7
2016-04-12,41.5,67,29.7,30.0,3.6,5.4,102,0.07,0.96,0.01,59.8,26.4,92,28,30.096,29.892,17.3,25.3,59.8
2016-04-13,45.5,57,28.1,29.9,2.2,3.8,93,0.09,0.97,0.01,62.4,28.2,89,22,30.096,29.744,15.0,19.6,62.4
2016-04-14,50.1,43,25.2,29.6,6.4,9.4,103,0.09,0.97,0.00,64.2,34.7,76,16,29.813,29.274,20.7,27.6,64.2
2016-04-15,38.6,69,27.8,29.6,2.6,4.1,113,0.13,1.02,0.01,52.8,30.6,90,28,29.888,29.272,11.5,19.6,52.8
2016-04-16,29.1,79,23.4,30.1,3.7,5.7,119,0.24,1.13,0.01,35.5,26.9,90,59,30.221,29.888,18.4,24.2,35.5
2016-04-17,27.6,83,22.9,30.3,2.1,3.9,120,0.36,1.25,0.02,32.0,24.7,89,65,30.398,30.197,12.7,17.3,32.0
2016-04-18,29.5,76,22.9,30.3,1.5,2.9,116,0.42,1.31,0.01,34.9,23.6,87,66,30.399,30.212,9.2,13.8,34.9
2016-04-19,32.1,73,24.0,30.1,2.1,3.7,113,0.43,1.32,0.01,42.4,21.9,88,37,30.252,30.023,10.4,16.1,42.4
2016-04-20,39.5,62,25.9,30.0,2.9,5.0,109,0.43,1.32,0.00,53.5,26.6,90,27,30.089,29.897,13.8,19.6,53.5
2016-04-21,42.8,60,28.1,30.1,1.7,3.4,107,0.45,1.33,0.01,59.3,24.7,90,26,30.145,29.983,9.2,17.3,59.3
2016-04-22,48.7,49,24.5,29.9,3.3,5.2,84,0.45,1.33,0.00,70.8,25.8,90,12,30.105,29.660,18.4,27.6,73.8
2016-04-23,46.1,51,25.4,29.6,5.0,7.9,91,0.48,1.36,0.01,68.2,32.9,82,13,29.720,29.341,24.2,40.3,72.8
2016-04-24,42.4,46,22.9,29.5,10.3,15.4,93,0.48,1.36,0.00,50.2,35.0,64,33,29.720,29.339,24.2,36.8,50.2
2016-04-25,44.9,54,28.2,29.5,3.5,5.8,100,0.50,1.38,0.01,55.9,29.1,85,32,29.724,29.316,15.0,19.6,55.9
2016-04-26,35.9,68,25.4,29.5,5.3,8.5,85,0.67,1.55,0.01,45.8,29.8,91,34,29.714,29.364,18.4,25.3,45.8
2016-04-27,38.2,60,23.7,29.7,5.2,8.3,101,0.69,1.57,0.01,50.1,26.3,91,28,29.803,29.638,17.3,25.3,50.1
2016-04-28,29.2,87,25.8,29.9,1.9,3.8,121,0.75,1.63,0.01,32.1,27.0,92,79,30.082,29.743,6.9,11.5,32.1
2016-04-29,29.9,88,26.8,29.9,1.9,3.2,120,0.89,1.78,0.01,34.6,27.3,91,81,30.070,29.871,9.2,11.5,34.6
2016-04-30,29.0,79,23.2,30.0,4.0,6.0,121,0.96,1.85,0.01,35.2,25.2,90,61,30.247,29.884,18.4,21.9,35.2
2016-05-01,28.5,77,22.2,30.3,2.2,3.9,121,0.01,1.86,0.01,33.7,26.0,83,64,30.396,30.217,13.8,18.4,33.7
2016-05-02,36.1,57,20.7,30.2,2.1,4.0,105,0.01,1.86,0.00,53.9,13.3,83,28,30.442,30.056,10.4,13.8,53.9
2016-05-03,44.0,47,20.3,30.1,2.4,4.2,109,0.01,1.86,0.00,60.9,25.6,84,10,30.179,30.049,13.8,19.6,60.9
2016-05-04,48.3,49,26.7,30.1,1.9,3.8,118,0.01,1.86,0.00,66.1,25.8,86,20,30.217,29.905,12.7,18.4,66.1
2016-05-05,52.0,47,28.1,29.9,1.8,3.3,120,0.01,1.86,0.00,72.1,31.8,82,15,30.046,29.729,15.0,20.7,75.0
2016-05-06,52.7,53,33.5,29.7,2.1,3.7,112,0.04,1.89,0.01,72.7,38.0,84,16,29.807,29.555,17.3,26.5,75.6
2016-05-07,40.3,83,35.3,29.7,4.2,6.5,89,0.58,2.43,0.01,46.8,34.9,92,58,29.856,29.633,18.4,26.5,46.8
2016-05-08,42.5,58,28.4,29.6,4.8,7.4,76,0.66,2.51,0.01,51.6,36.3,75,33,29.784,29.476,19.6,28.8,51.6
2016-05-09,45.4,62,31.5,29.5,6.1,9.0,70,0.85,2.71,0.01,56.7,31.6,94,35,29.570,29.414,19.6,31.1,56.7
2016-05-10,45.6,54,28.5,29.7,6.0,9.1,101,0.89,2.74,0.01,53.9,36.3,92,30,29.964,29.491,20.7,29.9,53.9
2016-05-11,43.0,40,18.5,30.0,4.8,7.6,110,0.89,2.74,0.00,53.9,33.1,65,21,30.231,29.926,17.3,25.3,53.9
2016-05-12,47.3,39,17.9,30.1,5.0,8.0,114,0.89,2.74,0.00,65.7,25.6,83,12,30.245,29.939,17.3,26.5,65.7
2016-05-13,52.5,43,26.5,29.9,5.7,8.9,109,0.89,2.74,0.00,66.8,36.6,83,14,30.046,29.803,18.4,25.3,66.8
2016-05-14,40.0,80,34.2,30.1,3.6,6.0,118,0.89,2.74,0.00,49.4,35.2,90,62,30.136,29.954,19.6,24.2,49.4
2016-05-15,42.9,82,37.5,29.8,3.0,4.8,119,1.15,3.00,0.03,56.3,33.2,93,53,30.023,29.663,18.4,28.8,56.3
2016-05-16,37.0,91,34.6,29.9,2.3,4.0,90,1.50,3.35,0.04,44.2,32.4,94,86,30.171,29.680,11.5,17.3,44.2
2016-05-17,35.2,88,32.0,30.2,2.2,3.9,110,1.52,3.37,0.01,38.5,32.1,92,81,30.270,30.157,9.2,11.5,38.5
2016-05-18,43.1,77,36.2,30.0,1.7,3.2,119,1.58,3.43,0.01,58.0,33.7,91,46,30.203,29.870,11.5,18.4,58.0
2016-05-19,48.9,59,32.6,29.7,4.2,6.2,319,1.62,3.47,0.01,65.9,30.7,93,25,29.918,29.515,15.0,20.7,65.9
2016-05-20,55.2,50,35.0,29.6,3.6,5.9,72,1.62,3.47,0.00,66.8,37.6,86,27,29.690,29.508,12.7,19.6,66.8
2016-05-21,55.8,53,36.8,29.6,2.4,4.2,111,1.62,3.47,0.00,69.3,36.9,83,18,29.748,29.406,13.8,19.6,76.8
2016-05-22,54.8,41,30.3,29.5,5.9,9.4,50,1.62,3.47,0.00,63.1,39.1,70,24,29.629,29.417,20.7,32.2,63.1
2016-05-23,48.2,48,28.1,29.7,3.3,5.5,81,1.62,3.47,0.00,60.3,33.7,86,16,29.774,29.604,16.1,20.7,60.3
2016-05-24,47.4,66,35.9,29.7,2.1,4.0,110,1.62,3.47,0.00,63.1,29.7,91,35,29.891,29.572,10.4,17.3,63.1
2016-05-25,48.7,41,21.9,29.8,5.4,8.1,360,1.62,3.47,0.00,64.3,32.5,79,15,29.887,29.668,21.9,32.2,64.3
2016-05-26,43.2,66,32.0,29.8,2.2,3.7,97,1.62,3.47,0.00,56.5,31.5,86,41,29.876,29.679,11.5,18.4,56.5
2016-05-27,44.6,67,33.1,29.8,3.8,5.8,99,1.95,3.80,0.01,57.0,35.5,91,31,29.856,29.626,12.7,19.6,57.0
2016-05-28,49.1,54,31.7,29.9,6.5,9.5,95,1.98,3.83,0.01,61.2,34.0,92,27,29.961,29.726,19.6,26.5,61.2
2016-05-29,51.2,55,33.0,29.9,3.1,4.7,99,2.01,3.86,0.01,67.3,33.4,85,22,30.104,29.815,18.4,21.9,67.3
2016-05-30,51.5,52,31.6,29.8,3.9,6.1,97,2.01,3.86,0.00,67.4,34.0,87,19,29.962,29.716,23.0,32.2,67.4
2016-05-31,50.1,67,39.3,29.9,3.6,6.1,115,2.01,3.86,0.00,59.0,41.2,87,46,29.938,29.752,15.0,19.6,59.0
2016-06-01,53.0,66,40.8,29.9,2.6,4.5,117,0.07,3.93,0.01,64.5,41.5,92,38,30.004,29.786,13.8,18.4,64.5
2016-06-02,57.7,45,30.3,29.9,3.0,5.1,106,0.07,3.93,0.00,76.0,35.3,91,13,30.022,29.752,12.7,20.7,76.2
2016-06-03,60.0,42,34.9,29.8,3.4,5.8,113,0.07,3.93,0.00,77.3,43.0,65,19,29.954,29.743,13.8,19.6,77.1
2016-06-04,58.7,54,40.7,30.0,2.4,4.4,112,0.07,3.93,0.00,71.6,42.1,86,31,30.112,29.898,11.5,18.4,77.3
2016-06-05,57.8,56,40.1,29.9,2.3,3.8,105,0.08,3.94,0.01,75.8,39.3,87,23,29.975,29.737,11.5,18.4,77.5
2016-06-06,54.6,69,42.6,29.8,2.6,4.3,86,0.58,4.45,0.01,77.0,40.0,92,23,30.003,29.728,17.3,25.3,77.5
2016-06-07,56.0,67,43.7,29.8,2.2,3.6,76,0.60,4.46,0.01,74.0,40.1,95,28,29.973,29.652,17.3,25.3,77.5
2016-06-08,59.0,54,40.1,29.7,2.4,3.9,73,0.60,4.46,0.00,73.9,42.9,80,25,29.795,29.584,13.8,20.7,77.3
2016-06-09,61.6,56,42.5,29.6,2.7,4.5,73,0.74,4.61,0.01,81.8,46.0,92,16,29.753,29.575,17.3,25.3,79.6
2016-06-10,64.5,53,41.6,29.7,2.1,3.8,95,0.89,4.76,0.01,83.8,43.2,94,13,29.903,29.589,13.8,19.6,81.0
2016-06-11,62.9,51,42.6,29.7,3.5,6.0,91,0.90,4.77,0.01,78.9,45.2,80,23,29.799,29.600,18.4,26.5,78.3
2016-06-12,60.4,60,44.6,29.8,2.6,4.6,102,0.90,4.77,0.00,74.2,47.6,86,27,29.903,29.678,12.7,20.7,77.5
2016-06-13,53.8,73,44.7,29.8,2.7,4.7,93,1.17,5.03,0.01,67.9,42.5,93,36,29.929,29.678,17.3,25.3,67.9
2016-06-14,57.8,41,32.8,29.7,6.7,10.4,96,1.32,5.18,0.01,69.4,45.5,62,23,29.790,29.582,19.6,28.8,76.9
2016-06-15,62.6,38,33.4,29.6,3.3,5.8,113,1.33,5.20,0.01,77.0,41.8,70,12,29.784,29.500,13.8,25.3,77.0
2016-06-16,68.8,18,20.4,29.6,6.2,9.6,114,1.33,5.20,0.00,82.4,49.2,57,8,29.726,29.486,17.3,27.6,79.9
2016-06-17,63.3,43,38.4,29.8,2.3,4.2,112,1.33,5.20,0.00,77.3,44.8,76,19,29.876,29.709,17.3,20.7,77.4
2016-06-18,66.2,50,43.4,29.9,2.2,4.2,109,1.33,5.20,0.00,81.8,45.7,87,9,30.040,29.747,11.5,17.3,79.7
2016-06-19,65.4,43,37.4,29.9,2.5,3.9,97,1.33,5.20,0.00,83.3,48.6,76,13,29.977,29.788,15.0,20.7,80.6
2016-06-20,62.2,60,47.8,30.0,2.8,4.9,109,1.33,5.20,0.00,74.0,46.4,85,32,30.033,29.847,13.8,18.4,77.5
2016-06-21,72.1,42,39.3,29.7,3.6,5.8,100,1.33,5.20,0.00,92.7,47.4,94,10,29.936,29.476,16.1,26.5,88.4
2016-06-22,65.3,43,40.7,29.7,3.5,5.7,115,1.36,5.23,0.01,75.8,52.8,75,21,29.918,29.511,18.4,28.8,77.5
